heartRate,oxygen,activity,label
97.3,96.4,46.1,0
98.6,96.6,46.5,0
95.2,95.5,49.3,0
95.4,96.0,42.2,0
102.4,97.2,43.9,0
99.6,95.7,47.6,0
102.7,95.9,47.7,0
85.1,94.3,66.7,1
79.9,95.6,57.0,1
81.8,94.8,56.0,1
83.2,94.5,55.0,1
81.3,94.4,52.1,1
80.5,94.7,58.3,1
83.1,95.9,45.1,1
83.8,94.9,60.2,1
84.3,94.8,56.9,1
81.4,95.2,46.7,1
84.5,94.9,53.6,1
82.5,94.8,62.5,1
89.4,95.5,53.2,1
84.2,95.2,51.3,1
80.4,94.8,60.0,1
79.8,94.5,58.8,1
83.1,95.5,48.8,1
87.7,94.0,45.7,1
82.9,94.2,55.7,1
82.9,94.7,51.6,1
83.9,94.6,61.3,1
82.7,94.3,47.3,1
82.7,94.1,49.0,1
84.2,93.8,62.8,1
83.4,94.7,50.5,1
84.7,94.7,52.3,1
83.5,93.8,47.5,1
80.9,94.8,55.6,1
85.3,94.2,58.5,1
83.0,94.2,57.5,1
83.1,94.3,55.8,1
83.0,94.5,53.5,1
80.6,94.6,51.5,1
81.2,94.5,59.2,1
83.6,94.3,52.6,1
84.6,93.3,59.5,1
79.6,93.8,52.9,1
87.7,95.4,59.0,1
84.0,93.6,56.2,1
82.3,94.1,56.2,1
82.4,94.9,45.7,1
83.5,94.0,53.3,1
84.0,93.9,56.1,1
83.0,94.1,52.9,1
83.1,94.0,55.3,1
82.9,94.1,63.2,1
84.3,94.2,56.0,1
81.4,94.2,53.6,1
81.0,94.6,52.7,1
82.8,94.1,70.0,1
82.2,93.3,47.1,1
85.1,95.0,51.7,1
86.1,94.7,54.1,1
83.0,94.4,59.5,1
84.4,94.0,54.2,1
87.6,94.4,59.4,1
84.7,94.4,55.5,1
85.4,94.6,56.3,1
82.3,94.4,54.6,1
83.0,95.6,47.2,1
85.6,93.8,55.6,1
88.8,93.7,51.3,1
83.7,93.8,59.3,1
82.7,94.5,48.2,1
80.1,94.0,47.0,1
86.8,93.4,49.6,1
84.6,93.8,47.2,1
87.9,93.6,53.8,1
83.4,94.5,57.0,1
82.2,93.9,53.6,1
85.3,93.5,64.8,1
82.3,94.1,48.9,1
81.3,93.6,49.8,1
83.0,93.5,58.1,1
82.3,93.6,52.6,1
85.9,94.1,54.1,1
81.1,93.4,48.2,1
86.6,94.3,50.2,1
82.8,93.6,50.1,1
84.9,93.8,64.9,1
86.5,94.6,57.8,1
83.2,94.2,52.7,1
87.3,94.1,55.7,1
84.3,94.8,47.2,1
87.7,93.8,47.3,1
82.6,93.1,57.6,1
82.0,93.9,60.0,1
82.8,93.7,47.8,1
83.3,95.1,58.2,1
83.6,93.5,54.0,1
84.4,93.6,56.9,1
82.3,93.3,56.1,1
81.8,94.1,54.1,1
80.5,93.8,45.7,1
85.6,93.6,63.4,1
86.4,93.2,44.0,1
82.7,93.1,63.2,1
84.2,94.2,52.7,1
83.9,93.7,59.6,1
84.9,93.2,62.1,1
59.8,94.7,59.6,0
62.2,94.8,62.1,0
60.8,94.6,58.3,0
58.3,95.0,49.6,0
58.9,93.9,56.5,0
64.2,94.8,60.6,0
65.7,95.1,53.5,0
59.7,94.9,54.2,0
59.9,95.4,62.5,0
57.7,94.5,55.0,0
62.2,95.5,70.9,0
60.0,94.7,60.3,0
59.6,94.8,55.3,0
55.7,94.9,56.4,0
63.5,94.9,51.1,0
60.5,93.8,51.3,0
62.2,94.8,62.0,0
57.0,94.8,55.0,0
62.9,95.2,60.6,0
64.1,94.7,64.0,0
58.9,94.3,61.1,0
58.0,95.2,57.9,0
63.1,94.8,57.6,0
62.0,94.5,53.8,0
61.9,94.9,55.3,0
60.8,95.7,55.2,0
60.0,94.0,57.2,0
62.3,95.3,57.9,0
62.9,95.2,62.9,0
63.0,95.7,56.5,0
58.3,95.2,61.3,0
64.1,95.5,67.1,0
62.2,95.0,50.5,0
61.6,94.6,58.4,0
61.1,95.1,56.9,0
62.9,93.5,58.3,0
63.4,95.8,61.0,0
64.4,94.9,57.4,0
62.0,94.9,53.5,0
60.0,94.3,60.0,0
61.0,94.7,54.6,0
62.0,95.2,51.7,0
58.4,95.3,50.5,0
62.1,95.7,65.5,0
62.5,95.2,68.7,0
56.3,94.6,61.6,0
60.3,95.5,57.2,0
61.3,94.7,54.8,0
59.9,95.0,53.5,0
62.9,95.2,62.9,0
58.7,94.0,57.4,0
66.8,95.5,54.6,0
61.8,95.2,50.6,0
63.7,94.8,57.0,0
61.0,95.4,53.6,0
57.6,95.0,47.2,0
60.4,95.4,60.3,0
63.1,95.1,69.5,0
59.8,95.0,55.2,0
62.9,94.8,66.0,0
59.9,95.5,60.4,0
60.9,95.1,58.7,0
61.7,94.7,53.9,0
60.3,94.0,61.6,0
58.5,94.7,60.7,0
62.7,93.9,57.0,0
61.9,94.9,64.2,0
59.4,93.8,61.5,0
59.9,93.9,56.6,0
63.5,94.2,69.1,0
59.3,94.9,51.3,0
61.1,94.8,50.0,0
66.7,94.6,55.0,0
62.9,95.7,63.1,0
58.6,94.9,48.0,0
62.8,94.0,53.4,0
61.0,95.0,56.1,0
64.0,95.2,60.7,0
58.5,95.7,53.4,0
64.5,95.8,60.0,0
63.1,93.3,56.5,0
63.2,95.3,51.4,0
60.4,93.5,59.5,0
57.2,95.4,63.4,0
60.1,95.1,56.4,0
61.5,94.2,60.6,0
57.7,93.9,56.9,0
60.6,94.9,54.2,0
64.8,94.9,58.6,0
61.4,95.3,60.3,0
61.9,95.2,48.3,0
57.4,94.8,56.5,0
62.2,94.8,60.4,0
58.5,94.8,50.8,0
61.8,93.9,59.2,0
58.1,94.6,62.0,0
61.5,94.0,54.1,0
58.0,93.9,58.1,0
62.1,95.0,60.5,0
61.0,94.7,52.1,0
76.3,97.5,28.4,0
75.8,98.6,28.1,0
76.1,98.0,23.4,0
75.2,98.0,30.8,0
77.6,98.1,29.2,0
73.0,98.5,26.9,0
78.0,98.9,29.5,0
74.4,98.2,32.2,0
75.8,97.9,33.3,0
77.5,98.0,22.2,0
77.4,97.8,31.5,0
76.8,97.3,30.9,0
77.5,98.5,31.1,0
72.5,98.9,32.6,0
74.0,97.8,31.7,0
77.8,98.0,34.7,0
72.8,97.7,20.2,0
74.6,99.0,40.8,0
76.9,97.9,29.4,0
77.4,97.5,27.7,0
79.3,97.7,26.8,0
76.4,98.4,27.5,0
76.6,98.6,40.4,0
76.2,98.2,38.2,0
75.3,97.6,31.9,0
78.5,98.4,30.1,0
73.5,98.2,36.8,0
73.9,98.1,28.7,0
75.0,98.4,32.9,0
77.2,97.8,22.4,0
76.9,98.0,39.9,0
80.1,99.3,26.0,0
77.5,98.7,34.5,0
75.6,98.9,30.7,0
76.6,97.5,33.9,0
75.8,98.5,31.9,0
76.7,98.3,34.7,0
75.9,97.6,33.6,0
74.7,97.6,25.6,0
76.9,98.2,20.1,0
75.6,98.9,28.5,0
76.0,98.8,34.7,0
78.4,96.9,39.4,0
77.6,99.5,26.9,0
72.8,98.3,29.4,0
77.6,98.8,30.4,0
75.8,98.6,29.5,0
75.6,98.8,37.1,0
78.5,98.2,20.1,0
76.0,97.9,30.2,0
74.9,98.3,25.7,0
73.7,98.9,26.0,0
76.3,98.8,35.4,0
77.9,98.5,34.5,0
79.0,98.5,21.7,0
75.2,98.7,27.8,0
79.5,98.3,31.3,0
78.5,98.2,31.8,0
78.0,97.6,29.5,0
77.9,98.4,38.3,0
73.1,97.5,34.8,0
78.0,98.2,33.0,0
77.7,97.9,27.4,0
76.6,98.8,25.1,0
75.8,98.2,33.1,0
76.2,98.1,37.2,0
75.1,98.2,23.0,0
74.8,98.6,32.6,0
77.4,98.6,41.5,0
74.7,97.6,25.8,0
74.8,97.9,31.5,0
78.7,99.1,33.6,0
80.5,98.2,22.9,0
78.3,97.5,27.3,0
77.2,98.3,30.1,0
73.8,98.4,36.1,0
76.2,98.0,24.9,0
74.5,98.6,32.8,0
74.6,97.3,33.2,0
74.4,98.7,27.3,0
74.2,98.5,42.9,0
77.6,98.5,32.9,0
72.6,97.8,18.6,0
79.6,99.2,33.1,0
76.4,97.6,30.1,0
79.7,98.5,28.4,0
72.6,99.1,30.8,0
72.6,97.9,24.8,0
75.8,98.5,28.7,0
77.7,98.4,36.5,0
75.4,99.9,28.4,0
74.3,97.9,30.2,0
72.7,98.6,21.7,0
76.4,97.7,29.4,0
77.3,99.6,25.9,0
75.8,98.1,26.9,0
74.6,98.8,28.8,0
80.6,98.6,26.2,0
75.3,98.0,35.3,0
72.8,97.8,28.4,0
73.7,96.7,74.2,0
77.3,96.5,80.5,0
79.2,96.9,80.2,0
76.5,96.5,76.2,0
76.9,97.8,80.1,0
78.2,96.1,84.3,0
78.8,96.9,80.3,0
79.3,97.1,80.6,0
77.0,96.9,74.7,0
75.8,96.4,70.5,0
78.9,96.0,76.8,0
76.8,96.5,77.5,0
77.0,96.4,76.9,0
75.6,97.0,68.7,0
76.7,96.2,81.3,0
74.2,96.2,78.7,0
79.2,96.6,73.2,0
76.1,96.9,73.2,0
76.9,96.4,77.2,0
82.4,96.2,81.4,0
75.5,96.7,83.5,0
75.8,96.4,74.7,0
74.7,96.9,76.4,0
72.1,97.3,75.1,0
76.4,97.2,78.4,0
76.6,95.8,70.9,0
76.6,96.6,80.6,0
75.9,96.4,69.9,0
77.8,96.5,89.0,0
76.9,95.9,78.8,0
76.2,96.6,79.2,0
74.3,95.6,80.4,0
79.6,96.4,83.1,0
78.8,96.5,75.0,0
77.1,97.0,81.7,0
78.2,96.1,78.1,0
76.5,96.3,84.9,0
72.0,96.4,78.7,0
73.9,96.7,75.4,0
75.9,97.3,84.1,0
77.8,96.5,78.2,0
80.6,96.7,75.3,0
73.8,96.6,78.7,0
73.7,96.5,77.7,0
77.6,96.5,76.0,0
77.8,96.1,76.8,0
75.5,96.9,77.6,0
79.2,97.2,75.3,0
70.6,96.8,77.3,0
74.7,96.0,76.9,0
79.0,96.4,85.4,0
77.4,96.1,77.0,0
77.5,96.7,84.0,0
75.9,96.4,81.9,0
75.6,95.7,74.9,0
75.9,96.6,85.3,0
73.6,96.0,77.2,0
77.9,96.0,76.8,0
73.5,96.5,78.1,0
75.0,96.1,84.6,0
74.2,95.8,85.2,0
76.4,96.6,80.9,0
76.1,96.1,83.1,0
78.5,96.8,73.0,0
78.8,96.1,75.1,0
75.8,96.7,81.6,0
75.6,96.7,79.6,0
75.0,95.9,81.0,0
75.9,95.5,83.1,0
75.1,97.0,71.9,0
75.7,95.9,74.0,0
75.1,97.1,79.6,0
74.4,95.3,70.3,0
74.9,95.9,77.8,0
71.4,96.2,84.0,0
79.2,95.3,74.9,0
74.2,96.3,72.8,0
79.3,96.2,78.2,0
79.1,96.2,80.8,0
74.4,95.5,75.8,0
80.2,96.5,80.2,0
73.9,96.6,72.0,0
72.7,95.9,88.6,0
79.6,95.9,75.4,0
72.5,96.2,79.6,0
77.3,96.6,77.8,0
76.9,95.8,81.5,0
74.7,96.4,80.7,0
75.8,96.5,70.9,0
73.6,96.0,71.6,0
74.9,96.0,85.3,0
75.9,96.7,80.3,0
74.6,96.2,82.4,0
78.0,96.1,70.5,0
72.2,96.0,67.1,0
79.2,96.4,75.6,0
73.3,96.6,73.2,0
73.5,95.7,79.3,0
76.8,96.7,84.0,0
75.5,96.6,75.4,0
83.4,97.3,62.4,1
78.4,98.5,67.8,1
78.6,98.5,73.6,1
80.0,97.7,70.2,1
79.6,98.0,66.2,1
82.0,98.2,73.9,1
82.9,98.3,66.2,1
82.3,98.3,81.8,1
80.9,98.4,70.2,1
80.1,97.9,70.2,1
81.4,98.6,70.2,1
79.4,97.9,62.1,1
83.7,97.7,73.5,1
81.0,98.2,68.0,1
78.9,97.5,77.3,1
80.7,98.5,75.5,1
79.7,98.2,68.8,1
78.3,97.9,71.5,1
79.6,97.8,67.7,1
84.9,97.0,71.0,1
80.2,97.6,67.1,1
82.1,98.3,69.4,1
83.0,98.5,72.6,1
79.7,98.1,71.0,1
79.2,97.1,58.3,1
81.0,98.0,62.5,1
83.0,97.9,75.2,1
81.7,97.3,70.7,1
82.4,97.5,61.2,1
81.3,97.3,74.0,1
80.3,98.7,57.7,1
81.4,98.5,63.9,1
80.8,97.6,64.9,1
81.7,97.1,67.7,1
82.3,97.6,63.3,1
83.3,98.1,63.1,1
78.7,97.2,71.0,1
81.9,98.1,66.6,1
79.5,98.2,65.4,1
81.8,96.9,65.3,1
83.5,97.3,72.3,1
76.8,97.4,67.3,1
85.0,97.1,71.5,1
83.7,97.3,66.3,1
81.9,96.9,65.8,1
84.2,97.9,67.3,1
81.9,97.9,71.9,1
80.6,98.4,74.6,1
83.1,97.2,62.9,1
81.2,97.6,59.2,1
82.8,98.2,70.9,1
80.5,97.1,69.5,1
81.6,97.8,71.0,1
84.1,97.0,69.1,1
81.3,97.5,72.3,1
84.0,98.2,70.1,1
81.9,97.4,59.2,1
84.8,97.3,70.4,1
83.5,96.8,63.3,1
85.3,97.6,65.0,1
82.0,98.0,72.5,1
79.3,98.2,72.7,1
82.0,96.8,73.1,1
83.3,96.7,66.6,1
88.6,97.4,64.1,1
80.4,98.3,72.0,1
85.3,97.5,74.0,1
80.8,97.4,69.2,1
85.3,97.5,64.6,1
82.7,96.5,56.1,1
84.3,97.1,66.4,1
84.3,98.0,70.3,1
86.5,97.5,69.1,1
83.2,96.6,72.4,1
77.9,97.0,67.7,1
81.2,97.0,76.8,1
85.0,96.9,65.2,1
80.3,97.6,66.3,1
79.0,97.3,69.7,1
84.9,97.2,65.7,1
87.0,97.2,71.1,1
81.9,97.5,60.2,1
82.1,96.6,64.4,1
85.6,96.8,71.0,1
86.2,97.1,72.4,1
84.2,97.2,71.2,1
86.9,96.8,62.6,1
81.2,97.6,73.0,1
82.2,96.0,64.0,1
84.4,97.1,68.3,1
82.3,97.6,69.0,1
84.6,97.1,69.9,1
84.4,96.6,69.2,1
85.1,97.6,69.4,1
81.6,96.6,65.1,1
83.9,97.0,61.6,1
81.3,95.9,51.6,1
83.4,98.1,76.2,1
81.7,97.1,59.9,1
81.1,96.4,66.1,1
78.7,98.9,66.5,0
78.0,98.5,61.9,0
85.1,98.3,71.6,0
83.9,98.1,68.6,0
82.9,98.6,70.0,0
79.1,98.8,65.8,0
82.5,99.0,71.5,0
82.5,98.9,71.6,0
84.8,98.6,69.0,0
83.7,98.3,61.5,0
82.9,98.5,62.2,0
82.9,99.3,60.1,0
83.9,97.3,66.2,0
85.6,98.4,68.7,0
83.5,97.8,68.6,0
82.1,99.5,62.1,0
81.2,98.2,63.1,0
84.2,98.6,65.5,0
81.0,98.3,65.9,0
79.5,98.5,66.5,0
80.5,98.7,69.5,0
80.9,98.6,79.1,0
86.3,98.1,63.7,0
80.0,99.2,66.3,0
82.6,99.7,68.2,0
83.5,98.9,65.3,0
84.2,98.2,75.0,0
81.0,98.4,62.9,0
80.3,98.5,56.1,0
81.7,98.4,72.3,0
83.0,98.3,66.0,0
81.7,99.4,64.2,0
80.8,98.1,60.9,0
82.8,98.8,74.7,0
84.3,99.9,68.0,0
81.7,98.1,71.8,0
82.5,99.0,62.6,0
83.0,98.8,69.0,0
80.9,99.3,78.6,0
80.1,99.1,54.0,0
83.7,97.8,65.7,0
79.7,98.6,72.6,0
78.6,98.6,65.8,0
85.5,99.0,62.5,0
81.4,99.5,72.0,0
80.6,98.6,67.2,0
81.3,97.9,65.0,0
85.2,98.6,67.9,0
82.7,99.9,68.4,0
84.7,98.5,67.1,0
82.5,98.4,67.4,0
84.3,98.4,68.4,0
83.9,98.4,73.9,0
82.7,98.7,58.4,0
81.8,99.0,77.2,0
83.7,99.4,62.4,0
82.3,99.4,64.0,0
84.5,99.2,69.8,0
81.9,98.3,77.3,0
83.9,99.0,66.4,0
82.7,98.9,70.5,0
84.1,98.4,61.1,0
82.8,98.0,66.9,0
81.7,99.1,78.4,0
78.8,100.0,67.3,0
83.4,98.1,73.5,0
82.8,98.8,58.8,0
82.9,99.3,67.3,0
85.1,99.4,65.3,0
86.0,98.9,68.8,0
83.0,98.9,55.4,0
82.4,98.2,76.6,0
86.0,99.3,67.3,0
80.8,98.6,78.2,0
81.5,97.7,73.7,0
85.9,99.7,73.7,0
85.3,98.9,58.2,0
82.9,99.2,67.9,0
82.5,98.4,63.5,0
86.6,99.9,68.5,0
83.5,98.4,71.8,0
86.5,98.2,70.9,0
84.0,99.2,76.8,0
87.1,98.8,71.9,0
83.2,98.6,69.9,0
84.4,99.1,64.2,0
82.1,98.7,64.4,0
83.7,99.2,73.5,0
81.3,98.7,76.4,0
82.7,99.0,67.7,0
85.4,99.6,74.2,0
83.2,98.5,78.2,0
84.8,98.7,75.7,0
82.1,99.7,76.0,0
81.3,99.3,72.5,0
88.4,98.6,75.8,0
83.2,98.4,68.0,0
83.2,98.5,70.2,0
85.1,99.1,65.9,0
82.9,99.0,69.7,0
72.6,96.1,59.0,0
66.2,96.2,49.8,0
68.9,97.5,56.7,0
67.3,96.2,52.6,0
67.1,97.1,60.5,0
69.7,95.8,53.6,0
72.1,96.1,39.7,0
73.8,96.1,56.8,0
71.2,96.2,58.9,0
68.1,95.4,56.5,0
71.8,95.7,51.5,0
71.4,95.7,53.1,0
68.2,95.9,47.2,0
67.9,96.1,56.2,0
71.2,96.9,62.7,0
70.7,95.9,52.0,0
68.9,96.2,59.2,0
70.1,95.9,59.0,0
71.4,96.4,54.9,0
67.2,95.5,51.7,0
69.4,96.2,48.0,0
67.8,96.1,50.6,0
69.7,95.8,51.4,0
68.9,96.1,50.8,0
68.3,96.2,51.2,0
65.5,95.2,52.9,0
66.1,95.7,63.3,0
66.0,95.8,65.7,0
69.6,95.7,54.2,0
69.6,96.8,52.4,0
67.2,95.2,55.5,0
65.9,95.7,50.5,0
70.8,95.6,57.0,0
65.5,96.0,49.0,0
67.8,97.0,59.6,0
68.4,97.5,50.4,0
71.0,95.1,53.7,0
65.9,96.0,55.2,0
68.0,96.4,52.1,0
69.2,96.3,47.5,0
67.1,95.9,58.1,0
71.4,95.7,53.4,0
66.8,96.0,53.5,0
68.0,95.8,57.7,0
67.4,95.5,57.1,0
62.5,95.5,49.2,0
70.9,95.6,52.1,0
68.4,95.5,52.9,0
68.7,95.6,52.8,0
66.4,95.2,55.2,0
69.1,95.1,58.7,0
70.0,96.3,56.4,0
69.7,96.9,53.4,0
66.3,95.0,63.7,0
71.9,95.3,51.2,0
67.7,96.4,48.4,0
64.4,96.9,56.4,0
69.3,95.7,57.2,0
65.3,95.4,55.4,0
63.8,95.6,53.0,0
67.7,95.5,49.9,0
64.7,95.8,53.3,0
65.5,95.8,53.4,0
67.4,94.7,58.2,0
65.8,95.8,50.8,0
67.5,96.3,57.5,0
70.5,95.9,56.8,0
64.7,95.6,53.7,0
70.7,95.5,56.1,0
68.7,96.3,54.1,0
69.8,94.9,46.7,0
63.6,96.1,58.1,0
70.0,95.4,52.0,0
67.9,96.5,63.2,0
69.7,95.9,61.4,0
67.6,95.5,54.1,0
66.2,95.6,49.2,0
70.1,96.0,61.9,0
64.8,96.7,46.9,0
65.7,95.4,61.3,0
68.5,95.6,50.8,0
65.3,96.3,58.7,0
70.7,95.9,41.5,0
65.5,95.9,52.9,0
66.9,95.1,59.4,0
68.9,95.9,51.5,0
68.3,95.0,54.0,0
62.9,94.9,53.1,0
72.7,94.8,48.5,0
68.4,96.6,55.7,0
69.3,95.5,52.1,0
68.1,95.3,58.3,0
64.7,96.1,54.9,0
67.5,94.8,49.8,0
70.3,95.5,56.0,0
66.1,95.6,47.8,0
68.1,95.8,56.2,0
66.0,95.5,57.3,0
67.4,95.5,64.1,0
65.9,96.2,48.8,0
84.8,98.2,30.7,0
86.5,97.5,37.7,0
86.0,97.5,34.8,0
85.1,97.4,43.5,0
86.3,97.0,35.0,0
88.9,97.7,45.6,0
85.4,98.4,43.3,0
88.0,97.4,33.4,0
89.4,97.7,43.0,0
86.3,98.2,31.2,0
85.9,97.7,39.2,0
87.4,98.3,35.7,0
85.3,98.2,33.0,0
89.4,98.0,36.5,0
88.1,98.0,29.8,0
85.1,98.6,38.5,0
83.9,98.3,35.3,0
85.5,97.5,43.1,0
83.4,97.7,38.7,0
90.5,98.4,33.9,0
90.4,97.4,39.5,0
88.3,97.6,41.6,0
86.3,98.4,28.9,0
88.1,97.9,43.9,0
87.3,98.7,40.7,0
87.2,98.5,42.1,0
88.4,96.9,33.2,0
90.2,97.4,42.6,0
88.9,97.7,28.2,0
86.4,99.1,33.9,0
85.9,97.6,44.2,0
87.1,97.7,45.2,0
88.7,97.6,32.1,0
89.9,98.1,30.4,0
84.0,97.5,32.0,0
83.5,97.5,33.6,0
86.7,98.9,36.9,0
87.3,98.3,37.0,0
88.5,98.2,38.8,0
93.2,98.5,32.8,0
88.5,97.6,40.4,0
85.0,97.5,39.9,0
89.8,98.3,42.5,0
88.5,98.1,35.7,0
89.4,98.5,37.9,0
87.6,98.8,38.1,0
88.0,98.3,37.7,0
86.2,98.2,38.0,0
91.6,98.4,35.3,0
89.4,98.2,44.8,0
86.9,98.1,37.7,0
88.0,97.6,41.1,0
88.8,98.7,38.2,0
87.1,98.4,34.3,0
90.2,98.6,44.5,0
88.8,97.8,38.8,0
88.8,97.7,44.9,0
89.2,97.6,47.7,0
88.3,97.5,34.1,0
91.1,98.9,43.3,0
90.7,98.6,41.1,0
88.8,98.3,42.0,0
86.7,98.4,45.6,0
87.7,97.8,40.7,0
86.9,97.3,44.0,0
87.3,98.0,35.2,0
90.8,98.4,37.1,0
85.9,97.8,41.2,0
88.6,98.0,39.4,0
89.8,98.0,40.6,0
86.3,99.3,36.9,0
88.7,98.3,36.3,0
88.3,98.0,33.7,0
89.2,97.2,47.1,0
90.0,98.3,29.6,0
86.8,98.7,59.1,0
90.8,98.5,41.0,0
86.7,98.5,32.8,0
86.0,97.3,43.2,0
88.4,98.0,38.3,0
86.2,97.6,35.2,0
85.7,97.7,32.9,0
89.7,98.3,31.9,0
88.0,98.9,33.5,0
89.4,98.0,43.8,0
89.2,97.7,38.7,0
88.8,97.9,31.8,0
91.1,98.5,33.1,0
88.0,97.8,32.6,0
84.9,97.6,36.6,0
85.8,98.0,44.2,0
90.4,97.9,29.2,0
90.1,98.0,40.5,0
92.6,97.5,24.0,0
86.6,98.2,38.5,0
86.3,97.2,36.6,0
86.3,98.2,36.3,0
87.6,97.6,39.7,0
88.9,98.0,39.3,0
88.7,97.4,34.8,0
77.6,95.1,38.8,0
81.8,95.9,34.1,0
78.1,95.2,35.5,0
76.5,95.7,35.8,0
78.1,94.5,35.1,0
74.4,94.9,31.9,0
78.8,96.1,37.6,0
81.1,95.5,40.4,0
82.0,94.8,30.8,0
79.6,95.2,35.8,0
77.8,94.9,42.8,0
76.1,95.5,37.4,0
75.1,94.7,31.4,0
79.4,95.0,34.3,0
75.4,96.3,35.1,0
79.3,94.9,31.5,0
82.1,94.2,36.1,0
75.9,94.9,31.5,0
76.3,95.2,21.9,0
77.7,95.1,27.9,0
81.3,94.8,33.5,0
77.1,95.1,41.3,0
83.3,95.5,40.2,0
81.8,95.2,42.6,0
79.9,95.2,36.5,0
74.7,95.3,27.0,0
75.1,95.2,29.1,0
78.3,95.2,35.6,0
76.5,95.5,34.3,0
79.2,94.5,33.8,0
80.6,95.6,30.7,0
77.3,94.6,31.4,0
75.6,95.0,37.9,0
76.8,95.0,33.6,0
80.5,94.8,31.8,0
76.7,94.5,37.4,0
78.1,95.1,41.1,0
81.1,94.2,37.9,0
78.9,94.8,36.3,0
75.0,95.8,37.3,0
76.7,94.8,26.2,0
77.8,94.8,28.1,0
80.0,95.7,34.6,0
77.8,95.3,34.6,0
76.3,94.7,33.2,0
78.9,95.0,35.7,0
75.4,95.4,34.7,0
83.6,94.8,36.3,0
84.1,95.1,34.4,0
76.5,95.8,28.9,0
79.3,94.8,33.7,0
75.6,95.7,33.3,0
76.0,95.6,32.2,0
79.1,95.4,37.1,0
74.1,95.4,34.2,0
77.8,94.9,26.6,0
78.9,94.3,33.2,0
78.8,95.5,30.6,0
81.4,95.5,32.5,0
76.3,94.3,36.0,0
77.0,95.6,31.3,0
76.7,95.1,31.2,0
78.5,95.5,35.3,0
78.8,95.1,26.2,0
79.3,95.1,39.1,0
79.8,94.9,39.8,0
78.0,95.1,33.1,0
79.5,94.8,42.9,0
82.6,95.4,42.4,0
75.5,94.2,33.1,0
78.6,94.8,26.4,0
80.9,96.0,41.1,0
80.7,95.1,30.4,0
78.7,96.0,32.9,0
77.7,95.5,40.5,0
76.9,94.8,32.1,0
78.7,95.5,30.6,0
80.8,95.0,46.3,0
79.2,94.9,37.5,0
77.9,94.0,33.4,0
78.1,94.1,34.3,0
74.5,94.7,35.9,0
78.8,94.7,34.2,0
77.1,94.9,34.9,0
76.8,95.0,35.9,0
78.3,96.1,33.9,0
78.1,94.7,29.8,0
80.0,94.5,31.8,0
77.6,94.4,25.9,0
77.7,95.3,35.6,0
81.8,95.3,37.3,0
82.4,94.8,34.9,0
78.7,95.6,34.6,0
77.4,95.2,30.5,0
79.8,95.1,33.7,0
79.8,94.1,35.4,0
77.8,96.3,35.4,0
77.5,94.2,41.1,0
78.0,94.5,36.3,0
80.0,95.2,34.7,0
90.1,94.5,14.2,1
86.9,94.6,30.7,1
88.0,94.1,21.1,1
90.0,94.2,16.6,1
88.3,93.9,22.3,1
88.3,94.4,20.9,1
89.8,94.1,22.3,1
92.4,93.5,15.9,1
90.1,94.0,16.6,1
88.0,94.0,19.0,1
87.9,94.4,19.6,1
93.1,93.9,24.2,1
90.4,92.6,17.0,1
90.7,94.0,13.7,1
90.8,93.3,23.8,1
90.9,94.2,27.9,1
91.9,94.2,20.8,1
96.7,93.2,19.9,1
92.9,94.1,24.9,1
92.5,92.7,30.4,1
90.8,94.3,12.2,1
91.7,93.4,25.2,1
91.9,93.9,17.0,1
91.2,93.6,24.8,1
93.3,93.7,15.9,1
91.6,94.9,30.4,1
85.5,93.6,26.8,1
91.1,93.4,20.8,1
92.6,93.0,28.0,1
91.4,93.1,27.7,1
88.5,93.2,19.2,1
95.9,93.2,11.2,1
90.5,93.7,25.9,1
96.2,94.2,22.8,1
89.9,94.3,20.0,1
90.4,93.2,15.6,1
90.9,93.3,25.4,1
91.0,92.8,13.7,1
92.3,93.4,18.9,1
91.0,93.5,28.6,1
90.4,93.4,26.4,1
90.4,93.3,21.4,1
89.4,93.4,21.7,1
93.2,92.7,21.6,1
94.9,94.3,27.9,1
89.8,93.5,19.0,1
92.7,92.8,12.8,1
91.5,93.5,22.8,1
93.0,93.3,23.4,1
93.3,93.0,21.7,1
95.8,93.2,21.5,1
92.6,93.0,19.0,1
92.8,92.8,20.5,1
90.9,93.1,24.1,1
92.0,92.0,24.1,1
92.8,92.5,24.9,1
89.8,93.5,20.8,1
88.0,93.1,19.0,1
91.5,92.6,20.3,1
91.7,92.0,27.3,1
92.2,92.6,15.2,1
94.3,92.3,21.5,1
91.6,92.6,15.3,1
91.6,92.9,22.0,1
91.3,92.8,25.2,1
89.6,92.8,15.9,1
90.8,92.9,17.9,1
90.5,93.4,25.2,1
89.1,92.0,23.6,1
92.5,93.5,23.6,1
93.7,92.2,23.0,1
90.6,93.4,22.6,1
91.5,93.1,31.6,1
92.8,92.9,18.2,1
93.4,91.9,20.4,1
93.4,93.5,11.3,1
92.7,93.3,19.1,1
93.0,92.2,15.6,1
89.7,92.3,15.3,1
93.7,92.2,17.8,1
92.6,92.5,17.5,1
91.4,92.6,25.4,1
93.8,92.2,19.4,1
89.5,92.4,18.0,1
91.7,92.1,17.9,1
95.6,93.0,15.3,1
92.7,92.2,24.0,1
94.0,92.4,22.6,1
92.6,93.1,19.8,1
92.1,92.2,26.0,1
93.0,92.8,16.6,1
